age,annual_income,employment_years,credit_score,loan_amount,loan_term_months,existing_debt,num_credit_lines,loan_purpose,home_ownership,debt_to_income,default
38,48991.31,7.6,596,7547.76,60,0.0,7,small_business,MORTGAGE,0.154,0
49,23924.21,3.9,659,25051.81,36,13614.05,5,debt_consolidation,RENT,1.616,0
26,52084.63,1.8,579,11669.43,24,10970.83,7,medical,OWN,0.435,0
33,81392.04,1.5,484,1000.0,36,9287.17,4,auto,MORTGAGE,0.126,1
32,53621.38,2.7,389,6410.19,36,5508.64,3,home_improvement,OWN,0.222,1
46,46674.01,2.4,498,1000.0,24,13998.94,4,education,MORTGAGE,0.321,0
33,115079.08,8.8,651,23487.46,36,1561.05,2,small_business,MORTGAGE,0.218,0
37,,,731,19132.62,60,7242.51,3,education,RENT,0.38,0
56,19777.58,0.5,515,15276.08,48,648.9,4,debt_consolidation,RENT,0.805,0
28,49355.07,1.9,622,30065.46,36,6341.29,6,debt_consolidation,MORTGAGE,0.738,1
42,51337.68,1.9,661,28664.91,36,1260.82,2,small_business,RENT,0.583,0
42,46385.57,8.6,727,10540.57,24,16774.24,3,medical,RENT,0.589,0
59,30341.91,0.3,679,12177.92,36,21268.42,5,debt_consolidation,MORTGAGE,1.102,0
42,12000.0,2.1,700,4354.66,36,19918.46,6,small_business,MORTGAGE,2.023,0
23,39925.46,7.1,582,10057.28,48,0.0,4,debt_consolidation,OWN,0.252,0
25,45145.88,2.0,793,15785.17,60,9889.93,1,small_business,RENT,0.569,0
22,64178.19,5.9,674,8141.63,24,7529.42,6,home_improvement,OWN,0.244,0
52,34612.31,1.6,727,29707.27,12,5286.37,2,debt_consolidation,OWN,1.011,0
60,32618.87,0.8,727,15625.42,36,0.0,3,education,MORTGAGE,0.479,0
59,66843.13,1.6,621,12656.22,36,4951.82,3,debt_consolidation,MORTGAGE,0.263,0
42,35673.38,6.9,563,9844.6,12,6706.41,4,education,RENT,0.464,1
63,73275.62,16.0,716,14450.12,48,16158.31,3,debt_consolidation,MORTGAGE,0.418,0
50,47553.13,7.8,643,37265.63,48,4082.77,4,auto,MORTGAGE,0.87,0
49,12000.0,4.9,539,24804.05,36,10251.14,4,small_business,RENT,2.921,1
32,40341.75,1.4,615,10706.95,12,4678.85,2,home_improvement,MORTGAGE,0.381,0
57,60999.35,5.2,811,14270.79,36,9310.4,4,debt_consolidation,MORTGAGE,0.387,0
34,77399.46,3.0,590,24779.7,36,4840.22,1,home_improvement,OWN,0.383,0
37,56484.86,5.2,631,34073.16,24,0.0,4,home_improvement,OWN,0.603,0
57,73845.58,2.4,647,17779.67,12,14000.22,5,home_improvement,MORTGAGE,0.43,0
55,69122.47,14.5,553,8041.28,60,11630.59,3,auto,RENT,0.285,0
26,56725.45,4.3,634,1000.0,36,6910.65,9,auto,MORTGAGE,0.139,0
34,29355.23,0.3,491,20549.36,12,20793.11,3,auto,OWN,1.408,1
59,55733.21,7.1,728,1000.0,36,16482.65,5,small_business,OWN,0.314,0
36,27247.99,8.8,776,11757.51,12,5871.79,6,debt_consolidation,MORTGAGE,0.647,0
51,37484.24,0.4,798,16743.88,12,5277.89,8,debt_consolidation,MORTGAGE,0.587,0
21,50392.04,12.0,719,15969.73,48,6861.54,2,education,RENT,0.453,0
50,56921.28,0.4,734,1000.0,36,7712.12,6,debt_consolidation,RENT,0.153,0
47,92990.34,12.5,627,4861.74,36,10779.35,6,medical,MORTGAGE,0.168,0
25,70480.12,0.7,566,4812.6,48,17696.61,2,home_improvement,RENT,0.319,1
51,53544.85,5.1,624,1315.84,36,4076.91,6,medical,RENT,0.101,0
53,55832.96,6.4,667,15928.1,24,10058.07,3,home_improvement,MORTGAGE,0.465,0
31,59085.24,2.4,794,7381.39,36,5041.26,5,small_business,MORTGAGE,0.21,0
62,22642.29,4.7,714,15975.58,24,6031.04,4,home_improvement,RENT,0.972,0
60,60268.5,4.6,581,1282.68,36,6232.87,3,education,MORTGAGE,0.125,0
26,67586.04,1.1,807,28128.13,12,9784.4,2,medical,MORTGAGE,0.561,0
50,14666.49,1.8,575,9234.31,60,5288.65,7,debt_consolidation,RENT,0.99,0
34,83872.99,0.9,814,20993.54,12,0.0,7,small_business,RENT,0.25,0
59,53577.31,3.0,773,1000.0,48,15594.79,0,home_improvement,MORTGAGE,0.31,0
57,40407.3,0.2,658,22092.44,48,14290.41,2,education,MORTGAGE,0.9,0
26,53363.89,1.7,724,4705.01,12,7816.53,4,medical,RENT,0.235,0
29,23837.05,7.2,669,8081.54,60,10882.11,7,home_improvement,OWN,0.796,0
29,26031.53,7.1,512,22818.08,24,7240.03,4,medical,MORTGAGE,1.155,1
35,47588.25,12.0,649,14114.97,48,0.0,5,medical,RENT,0.297,0
23,75385.32,1.6,687,13613.64,36,3711.95,3,debt_consolidation,RENT,0.23,0
24,59889.85,5.4,563,8850.9,36,8800.66,2,medical,RENT,0.295,0
30,108021.07,12.9,771,1000.0,24,3807.82,0,education,MORTGAGE,0.045,0
50,48666.35,4.3,850,26019.5,36,9209.5,3,auto,OWN,0.724,0
51,103124.75,1.0,636,18791.88,48,7795.36,5,home_improvement,OWN,0.258,0
34,50203.21,1.2,603,11205.52,12,8515.56,4,small_business,MORTGAGE,0.393,0
24,37236.42,18.0,649,19960.59,36,11419.41,2,home_improvement,MORTGAGE,0.843,0
52,30620.38,4.1,673,11645.32,48,6221.61,6,home_improvement,MORTGAGE,0.583,0
54,71109.16,6.3,702,31560.33,60,14663.08,3,medical,OWN,0.65,0
27,12000.0,0.9,768,18989.62,36,12200.44,3,home_improvement,RENT,2.599,0
41,19679.77,,596,21102.18,24,15667.19,3,small_business,MORTGAGE,1.868,1
42,,2.8,672,25105.43,48,9308.75,2,debt_consolidation,OWN,0.566,0
54,41475.0,0.7,665,25859.29,12,3554.87,3,home_improvement,RENT,0.709,0
63,69075.32,9.8,632,1000.0,36,16250.33,3,small_business,OWN,0.25,0
60,28531.08,4.1,698,17670.74,48,1472.47,5,debt_consolidation,RENT,0.671,0
61,61267.58,12.1,689,12747.87,48,15049.97,2,auto,RENT,0.454,0
45,64765.37,4.6,703,10501.44,12,0.0,4,debt_consolidation,RENT,0.162,0
32,25005.8,1.7,788,1000.0,24,11205.81,3,auto,MORTGAGE,0.488,0
61,59414.34,3.3,714,30061.74,48,13259.24,4,small_business,MORTGAGE,0.729,0
26,45889.33,2.2,750,22029.71,36,14754.54,3,debt_consolidation,OWN,0.802,0
34,20540.31,4.8,685,15337.71,48,5721.71,5,debt_consolidation,MORTGAGE,1.025,0
23,44460.88,33.6,753,16591.97,36,5761.64,3,education,MORTGAGE,0.503,0
48,54336.83,15.3,629,18582.56,48,2571.76,6,education,OWN,0.389,0
62,58341.31,16.9,550,22145.52,36,5154.21,7,auto,OWN,0.468,1
61,59308.6,14.1,587,25903.93,12,7905.55,1,debt_consolidation,MORTGAGE,0.57,1
51,106704.53,11.1,702,25764.94,12,2148.0,8,small_business,MORTGAGE,0.262,0
43,69744.84,4.6,488,4817.35,60,10486.17,9,small_business,MORTGAGE,0.219,1
35,66765.13,7.4,711,13673.76,24,0.0,7,home_improvement,RENT,0.205,0
22,63974.35,2.1,515,7136.98,24,12777.08,6,small_business,MORTGAGE,0.311,1
63,31312.82,10.5,641,19814.74,36,9150.63,2,medical,RENT,0.925,0
61,52406.77,7.5,498,22714.17,12,0.0,5,debt_consolidation,RENT,0.433,0
28,80243.01,0.2,675,1000.0,36,15066.24,10,education,MORTGAGE,0.2,0
58,81692.96,6.3,581,18671.97,24,422.93,4,auto,RENT,0.234,0
37,17625.32,5.0,548,1000.0,24,4374.26,6,auto,RENT,0.305,0
43,,2.5,755,11206.73,24,12283.48,2,auto,RENT,0.455,0
27,12000.0,2.2,617,25354.38,36,10358.03,2,small_business,MORTGAGE,2.976,0
41,47065.75,1.5,599,11397.47,36,9954.11,6,debt_consolidation,MORTGAGE,0.454,0
60,80562.54,2.2,578,9893.73,36,0.0,4,debt_consolidation,RENT,0.123,0
32,30329.63,1.3,483,14400.95,12,5926.74,2,debt_consolidation,OWN,0.67,1
39,31629.46,0.4,550,26462.99,24,20438.09,4,education,MORTGAGE,1.483,1
23,74003.42,6.2,567,16638.95,60,15670.47,4,auto,MORTGAGE,0.437,1
26,42777.47,3.6,691,6650.09,24,1859.1,5,debt_consolidation,OWN,0.199,0
22,80764.65,1.5,703,16002.52,60,0.0,5,medical,OWN,0.198,0
55,57121.54,2.6,673,7225.21,60,2019.49,5,debt_consolidation,MORTGAGE,0.162,0
33,49681.51,4.3,636,22634.68,48,6481.16,4,medical,RENT,0.586,0
25,31040.24,2.9,619,11898.05,36,16336.66,3,home_improvement,MORTGAGE,0.91,0
57,81223.09,1.4,803,19068.88,24,0.0,1,auto,MORTGAGE,0.235,0
51,47803.4,1.8,725,9975.62,24,9835.52,4,home_improvement,RENT,0.414,0
23,59213.15,10.6,495,17220.2,12,16494.48,6,debt_consolidation,MORTGAGE,0.569,1
38,43654.22,0.5,783,33539.26,12,2900.55,4,medical,RENT,0.835,0
26,30390.11,1.8,665,17732.44,24,8023.9,3,debt_consolidation,MORTGAGE,0.848,0
40,79418.45,0.0,540,30174.84,12,13255.02,4,education,RENT,0.547,1
33,35993.07,2.1,635,14157.04,24,0.0,6,medical,RENT,0.393,0
37,41935.52,15.6,400,20735.62,12,9817.37,6,medical,MORTGAGE,0.729,1
42,40418.74,3.5,632,1000.0,24,5431.93,10,education,MORTGAGE,0.159,0
28,58530.48,1.1,746,14979.25,36,2330.78,6,education,MORTGAGE,0.296,0
55,51786.68,2.7,647,23035.06,48,5867.51,2,debt_consolidation,RENT,0.558,0
33,66251.14,4.0,622,30657.28,48,7024.64,3,auto,MORTGAGE,0.569,0
63,12000.0,0.4,643,22546.94,60,8765.41,2,medical,MORTGAGE,2.609,1
55,81267.04,13.7,603,23797.91,60,0.0,6,medical,MORTGAGE,0.293,0
22,54965.89,6.2,616,3754.0,36,4929.31,5,auto,OWN,0.158,0
46,46433.17,5.9,546,13856.67,36,14856.65,7,debt_consolidation,MORTGAGE,0.618,1
46,74550.58,1.3,571,24257.49,60,10374.59,2,debt_consolidation,MORTGAGE,0.465,0
37,64433.39,6.3,745,27989.7,48,8120.74,2,medical,MORTGAGE,0.56,0
50,40909.14,13.6,691,24089.6,12,0.0,2,debt_consolidation,MORTGAGE,0.589,0
37,47190.28,3.1,479,18238.69,48,10701.91,2,medical,MORTGAGE,0.613,1
54,73904.9,1.0,659,19235.39,12,7583.4,1,home_improvement,MORTGAGE,0.363,0
40,70185.21,1.4,578,7696.67,36,15974.43,4,home_improvement,RENT,0.337,1
48,48319.45,0.5,698,6586.02,36,5264.7,5,auto,RENT,0.245,0
38,26931.69,0.6,718,1559.12,24,11744.54,5,debt_consolidation,MORTGAGE,0.494,0
52,28637.77,5.7,726,7864.23,24,10599.05,2,medical,MORTGAGE,0.645,0
44,101422.98,1.2,772,1000.0,24,0.0,4,debt_consolidation,MORTGAGE,0.01,0
39,69372.23,5.7,729,15789.44,36,12116.85,3,small_business,RENT,0.402,0
33,102426.35,2.6,624,8129.86,24,11690.71,3,auto,MORTGAGE,0.194,0
23,100776.85,8.0,562,24766.6,24,12423.09,3,debt_consolidation,OWN,0.369,1
34,12146.56,2.1,541,1613.76,24,9198.18,3,debt_consolidation,MORTGAGE,0.89,1
45,52024.66,0.8,664,27567.13,48,8999.54,5,medical,MORTGAGE,0.703,0
47,75267.45,1.8,686,16904.08,60,5068.07,2,debt_consolidation,RENT,0.292,0
41,89999.91,3.6,597,1639.22,36,5944.27,5,debt_consolidation,OWN,0.084,0
29,66903.25,3.2,626,7255.08,60,4156.05,5,small_business,OWN,0.171,0
24,56435.9,2.4,727,1000.0,48,5055.04,1,small_business,MORTGAGE,0.107,0
30,50796.95,2.4,552,8475.86,36,5793.49,4,education,RENT,0.281,0
25,70710.28,12.7,581,16967.5,36,8211.63,5,small_business,MORTGAGE,0.356,0
43,40139.41,3.5,617,1000.0,24,2036.11,3,debt_consolidation,OWN,0.076,1
52,57758.04,3.8,565,14634.48,24,9511.28,8,education,MORTGAGE,0.418,0
35,39268.94,0.8,620,21368.28,48,15264.67,3,debt_consolidation,OWN,0.933,1
51,72208.02,0.1,616,2968.93,36,25121.74,3,small_business,MORTGAGE,0.389,0
31,71342.91,7.6,762,14619.67,12,12308.6,5,debt_consolidation,RENT,0.377,0
29,49067.88,13.1,568,9461.83,24,13077.49,1,auto,OWN,0.459,0
37,58845.99,1.3,668,18177.06,36,8153.99,4,debt_consolidation,RENT,0.447,0
45,74780.99,3.3,571,10945.83,24,8256.18,7,medical,OWN,0.257,0
48,60528.72,0.0,590,23768.36,48,2192.17,7,auto,MORTGAGE,0.429,0
57,55878.6,2.0,566,21682.0,36,9202.7,8,home_improvement,MORTGAGE,0.553,0
31,28954.53,0.9,538,13458.45,48,8896.0,3,debt_consolidation,MORTGAGE,0.772,1
33,40535.33,0.4,766,7073.16,12,2483.44,6,auto,RENT,0.236,0
61,36956.11,0.8,754,9543.43,36,8822.8,2,home_improvement,RENT,0.497,0
49,13218.12,3.6,690,35195.29,24,8753.27,5,small_business,MORTGAGE,3.325,0
62,93605.06,4.9,619,8266.11,48,16.16,5,auto,MORTGAGE,0.088,0
41,19679.77,,596,21102.18,24,15667.19,3,small_business,MORTGAGE,1.868,1
45,47209.63,1.3,645,1000.0,60,9911.04,2,debt_consolidation,MORTGAGE,0.231,0
55,49157.97,14.2,692,1000.0,48,3981.47,3,education,MORTGAGE,0.101,0
60,39439.55,3.1,652,13647.73,48,1473.93,8,small_business,RENT,0.383,0
36,50986.8,0.5,561,17011.73,24,6356.7,4,debt_consolidation,RENT,0.458,0
30,78286.66,3.1,695,7009.3,24,19769.78,1,debt_consolidation,RENT,0.342,0
55,46653.1,0.5,511,3604.28,36,0.0,6,education,MORTGAGE,0.077,0
46,55198.84,3.8,754,11350.14,12,3945.19,1,debt_consolidation,RENT,0.277,0
31,,2.6,665,2564.07,24,2438.46,4,medical,OWN,0.188,0
23,79225.43,1.9,464,11559.73,36,0.0,8,debt_consolidation,OWN,0.146,1
36,50844.27,2.2,712,1389.32,36,0.0,3,debt_consolidation,MORTGAGE,0.027,0
28,53539.47,10.1,694,15467.93,12,174.27,4,medical,MORTGAGE,0.292,0
29,51460.09,0.4,773,1000.0,12,3430.13,3,debt_consolidation,MORTGAGE,0.086,0
25,28334.02,1.2,619,30179.37,36,2396.35,2,auto,OWN,1.15,0
38,64536.77,1.4,726,13177.29,48,8392.91,10,education,RENT,0.334,0
58,25211.6,0.3,643,16542.69,48,4408.11,7,small_business,RENT,0.831,0
54,46606.47,9.3,648,15666.04,60,6263.38,5,debt_consolidation,RENT,0.471,0
26,28603.09,2.4,668,15442.78,24,4225.06,6,home_improvement,RENT,0.688,0
48,64422.89,0.3,569,8472.81,12,9489.55,4,education,RENT,0.279,0
63,19418.02,1.1,609,9324.8,60,14147.84,1,small_business,RENT,1.209,0
49,60540.41,10.1,686,13358.43,24,9406.16,3,home_improvement,MORTGAGE,0.376,0
49,26441.21,6.1,695,1083.5,36,8898.98,8,debt_consolidation,RENT,0.378,0
29,17923.16,0.7,683,18350.47,36,12859.61,1,debt_consolidation,RENT,1.741,0
44,63834.33,2.6,632,4185.68,48,241.94,7,auto,RENT,0.069,0
39,43411.38,2.6,613,8305.27,24,8638.86,6,education,OWN,0.39,0
37,56704.42,3.5,607,10655.85,24,16562.9,9,small_business,MORTGAGE,0.48,0
38,16624.72,4.5,696,15013.17,12,11281.97,6,medical,MORTGAGE,1.582,0
35,72161.72,1.6,671,3288.73,36,15504.25,3,medical,RENT,0.26,0
34,33268.21,2.3,639,20943.79,36,7126.73,4,education,MORTGAGE,0.844,0
59,12000.0,0.8,708,15902.31,24,11986.72,4,debt_consolidation,RENT,2.324,0
44,59941.77,6.5,691,31191.58,36,3131.73,2,small_business,MORTGAGE,0.573,0
34,67282.42,1.6,764,9528.06,24,0.0,4,debt_consolidation,RENT,0.142,0
48,105609.02,0.2,689,18940.41,36,10462.58,3,auto,MORTGAGE,0.278,0
27,66734.82,1.6,664,9298.92,24,7004.64,4,debt_consolidation,RENT,0.244,0
25,30760.55,10.2,595,28789.47,36,5944.46,6,debt_consolidation,MORTGAGE,1.129,1
53,56239.4,5.7,623,18925.38,60,6639.88,2,education,OWN,0.455,0
51,74487.67,1.9,699,15593.44,36,6551.48,6,home_improvement,MORTGAGE,0.297,0
56,42563.73,8.0,620,15753.29,24,9746.31,5,home_improvement,RENT,0.599,0
64,39811.49,4.3,470,8531.82,24,0.0,7,auto,RENT,0.214,1
43,27646.87,1.0,850,16870.92,24,5007.85,6,debt_consolidation,MORTGAGE,0.791,0
63,67084.94,0.6,701,21624.71,12,1831.51,2,debt_consolidation,OWN,0.35,0
42,21460.53,1.8,616,13335.79,48,14015.03,3,auto,OWN,1.274,1
28,40563.69,1.8,652,30928.12,36,17261.23,7,home_improvement,RENT,1.188,0
45,50271.97,8.8,657,11737.79,60,8435.67,8,small_business,OWN,0.401,0
26,52863.4,27.9,622,14234.23,36,4777.04,1,medical,MORTGAGE,0.36,0
59,40690.91,21.8,649,7247.73,36,2841.05,5,home_improvement,RENT,0.248,0
25,21127.34,1.4,692,18313.67,48,8097.61,3,auto,RENT,1.25,0
45,81718.54,7.1,644,1000.0,36,8769.35,4,education,RENT,0.12,0
60,25429.48,1.3,649,20461.47,36,3128.72,3,auto,MORTGAGE,0.928,0
53,55040.61,5.7,622,27406.41,36,19371.94,5,medical,RENT,0.85,0
59,49744.62,0.5,741,23574.84,36,7415.09,0,small_business,MORTGAGE,0.623,0
44,61916.44,4.7,622,1000.0,24,0.0,6,home_improvement,MORTGAGE,0.016,0
33,99629.84,0.3,556,21553.55,24,7365.75,4,small_business,OWN,0.29,1
41,73289.68,5.0,824,19784.99,24,11333.76,3,small_business,MORTGAGE,0.425,0
50,62178.04,5.0,612,13555.83,60,5237.56,6,medical,OWN,0.302,0
62,68196.9,1.3,561,7182.63,48,6391.69,8,small_business,MORTGAGE,0.199,0
28,38009.31,6.6,742,1000.0,12,7608.81,9,medical,RENT,0.226,0
49,55030.35,0.1,686,1000.0,24,19469.57,2,debt_consolidation,RENT,0.372,0
33,66489.36,6.7,655,19792.18,12,13608.02,0,medical,RENT,0.502,0
40,35009.69,1.2,597,14005.2,24,9614.11,3,small_business,RENT,0.675,0
25,13321.59,4.2,645,31956.01,12,4653.33,6,debt_consolidation,MORTGAGE,2.748,1
35,67075.33,3.1,582,15654.69,36,7074.02,3,auto,MORTGAGE,0.339,1
31,75269.69,5.6,665,29816.96,36,9737.92,5,medical,RENT,0.526,1
37,25838.78,7.3,574,11925.18,36,0.0,8,education,MORTGAGE,0.462,1
44,74330.16,4.4,645,11124.16,12,7501.53,5,home_improvement,RENT,0.251,0
33,41135.19,0.1,557,16259.04,36,13467.65,4,auto,RENT,0.723,0
38,85508.68,1.1,688,1000.0,48,11434.2,3,auto,RENT,0.145,0
60,91772.62,,505,8433.3,36,755.72,5,small_business,MORTGAGE,0.1,1
24,19083.72,19.9,657,6596.22,60,4086.29,3,medical,RENT,0.56,0
42,50135.51,4.6,661,11599.31,36,1848.35,3,debt_consolidation,RENT,0.268,0
51,28496.75,7.2,747,19514.76,12,14226.3,10,debt_consolidation,OWN,1.184,0
50,73999.13,13.5,539,21870.94,36,7687.94,3,education,RENT,0.399,0
49,67752.15,4.3,635,25567.69,24,3689.46,5,medical,RENT,0.432,0
23,12000.0,8.3,626,5696.38,12,1763.77,5,auto,OWN,0.622,0
54,38253.9,0.2,715,13011.9,36,4306.9,3,debt_consolidation,RENT,0.453,0
59,83374.64,2.5,642,14320.41,60,13209.38,4,debt_consolidation,RENT,0.33,0
38,30879.15,2.4,652,17070.54,24,18010.87,5,debt_consolidation,RENT,1.136,0
36,58746.56,0.9,714,39506.54,60,18683.75,6,auto,RENT,0.991,0
30,62342.01,4.3,753,7080.32,24,14033.35,3,debt_consolidation,RENT,0.339,0
31,76073.41,3.0,513,10158.23,24,263.75,7,home_improvement,OWN,0.137,1
49,81940.86,1.3,595,19838.27,60,0.0,9,medical,RENT,0.242,1
40,43843.29,4.2,612,1000.0,36,10464.99,2,home_improvement,RENT,0.261,0
57,29202.73,3.5,664,30896.16,48,5409.68,4,home_improvement,MORTGAGE,1.243,0
38,37858.66,9.1,702,7928.7,48,12602.88,5,home_improvement,MORTGAGE,0.542,0
21,26419.43,4.2,731,6003.16,60,9468.2,3,debt_consolidation,MORTGAGE,0.586,0
49,80550.77,0.2,505,21446.98,24,0.0,5,home_improvement,RENT,0.266,1
38,43163.18,7.5,679,20269.84,24,5251.04,2,education,MORTGAGE,0.591,0
23,84517.42,10.0,580,1000.0,24,6266.91,7,auto,RENT,0.086,1
56,59160.03,2.1,539,17057.44,24,21012.57,2,home_improvement,MORTGAGE,0.644,1
45,79311.34,4.2,727,5004.03,48,7434.95,5,education,MORTGAGE,0.157,0
57,80597.19,0.8,723,15328.5,36,11536.02,5,home_improvement,RENT,0.333,0
47,46779.43,8.3,688,18266.72,60,13277.78,4,debt_consolidation,MORTGAGE,0.674,0
64,38675.87,9.3,663,12818.61,60,17856.0,3,debt_consolidation,RENT,0.793,0
47,63591.5,8.6,718,28315.74,48,0.0,5,medical,RENT,0.445,0
57,37345.16,5.4,591,15035.65,48,4298.41,3,debt_consolidation,MORTGAGE,0.518,0
31,62645.67,7.2,676,11201.35,24,10056.49,4,auto,OWN,0.339,0
44,106331.38,2.5,543,3749.77,12,0.0,3,small_business,RENT,0.035,1
52,35753.95,4.1,731,12417.07,24,10129.17,3,home_improvement,RENT,0.631,0
46,81995.1,5.4,583,22528.68,24,759.9,4,debt_consolidation,RENT,0.284,1
53,74854.32,0.6,626,5929.78,60,6314.82,9,debt_consolidation,RENT,0.164,0
28,43840.03,2.6,610,21993.74,36,5909.1,2,debt_consolidation,MORTGAGE,0.636,0
55,35324.3,0.8,766,32359.6,36,10470.35,1,medical,OWN,1.212,0
59,64270.36,1.6,502,1000.0,12,14136.56,4,home_improvement,MORTGAGE,0.236,1
55,38249.03,2.2,366,20657.4,12,6815.0,0,debt_consolidation,MORTGAGE,0.718,1
56,50874.25,6.5,727,14797.78,48,17316.98,9,debt_consolidation,MORTGAGE,0.631,0
29,72827.59,4.8,600,1000.0,24,12430.39,4,education,RENT,0.184,1
37,69181.82,5.2,582,12577.78,48,13319.05,5,small_business,RENT,0.374,0
31,33588.67,0.5,668,11027.77,12,0.0,3,small_business,OWN,0.328,0
44,87005.83,2.9,716,22774.84,12,12515.83,7,medical,OWN,0.406,0
48,28911.07,6.6,817,15971.87,48,4874.41,2,debt_consolidation,MORTGAGE,0.721,0
37,28468.0,5.2,720,17755.18,36,10541.87,3,education,MORTGAGE,0.994,0
40,58249.39,3.9,583,2594.63,24,12425.84,5,auto,RENT,0.258,0
33,95948.94,4.6,588,15269.95,24,5760.36,4,small_business,RENT,0.219,0
29,46822.32,27.1,746,14572.52,36,9121.0,6,home_improvement,MORTGAGE,0.506,0
47,27718.67,9.1,592,21123.08,12,15095.1,1,auto,MORTGAGE,1.307,0
22,38651.05,5.2,752,14817.84,48,10047.36,6,debt_consolidation,RENT,0.643,0
44,78972.63,2.5,402,1000.0,60,11764.11,3,auto,RENT,0.162,1
47,63998.62,0.5,798,24773.85,48,1375.44,2,medical,RENT,0.409,0
63,78890.39,4.2,573,20974.57,48,9193.37,4,home_improvement,OWN,0.382,0
48,47233.65,4.0,689,21399.41,48,4322.06,2,small_business,MORTGAGE,0.545,0
34,65979.88,3.0,649,1000.0,24,15135.17,1,small_business,RENT,0.245,0
46,12000.0,0.9,752,13880.12,12,4082.59,7,debt_consolidation,RENT,1.497,0
22,58062.74,8.5,683,1000.0,60,907.1,4,debt_consolidation,RENT,0.033,0
41,38614.75,7.7,566,15623.43,24,6921.46,2,debt_consolidation,MORTGAGE,0.584,0
25,54591.72,0.6,618,25846.06,36,9095.69,4,education,OWN,0.64,0
51,37847.56,7.9,781,25344.68,60,1962.27,3,debt_consolidation,RENT,0.721,0
24,56344.54,1.8,690,22442.49,48,116.33,4,small_business,OWN,0.4,0
25,62810.49,15.7,623,10815.66,24,5870.87,4,small_business,MORTGAGE,0.266,0
41,67747.74,8.1,571,18696.07,48,3262.68,5,education,RENT,0.324,1
60,50435.49,3.5,671,12333.76,36,6656.68,2,debt_consolidation,MORTGAGE,0.377,0
28,73144.48,1.2,634,13586.09,36,14003.62,4,education,RENT,0.377,0
51,65517.98,0.1,520,11122.64,12,6820.46,1,small_business,RENT,0.274,1
46,89498.31,1.4,764,11546.84,24,0.0,1,auto,RENT,0.129,0
47,62165.56,2.8,520,34812.52,24,3859.76,7,medical,MORTGAGE,0.622,1
38,27767.94,2.8,629,21358.36,24,4655.77,7,small_business,OWN,0.937,0
58,55586.98,3.7,591,13906.32,24,7516.76,9,small_business,RENT,0.385,0
22,55371.6,3.4,520,4909.19,60,11486.87,6,home_improvement,MORTGAGE,0.296,1
38,80198.56,6.7,781,27513.0,12,3581.76,5,debt_consolidation,RENT,0.388,0
54,82994.72,1.1,603,6488.51,48,0.0,2,auto,RENT,0.078,0
44,30682.23,5.8,664,12751.77,24,15702.7,6,auto,RENT,0.927,0
22,49962.38,0.3,667,29381.15,36,1170.52,6,auto,MORTGAGE,0.611,1
50,14286.1,0.9,745,20767.99,48,18238.28,3,home_improvement,MORTGAGE,2.73,0
44,41133.13,1.8,776,8134.3,12,12285.7,3,debt_consolidation,MORTGAGE,0.496,0
60,30081.28,2.3,524,16336.48,36,2584.32,5,small_business,MORTGAGE,0.629,1
53,37266.51,2.1,751,16570.78,24,3465.94,5,debt_consolidation,MORTGAGE,0.538,0
37,44168.12,17.0,662,9358.87,48,0.0,6,auto,RENT,0.212,0
47,47060.39,0.6,598,22371.49,36,7879.84,7,medical,RENT,0.643,1
62,,5.0,540,15107.43,36,18564.99,7,auto,MORTGAGE,0.874,1
21,38521.31,0.5,453,1000.0,60,4999.77,5,debt_consolidation,RENT,0.156,1
32,39519.6,,758,26833.1,24,6598.69,4,debt_consolidation,RENT,0.846,0
45,18914.13,0.6,615,26252.58,12,15272.93,3,home_improvement,RENT,2.195,0
43,63284.63,1.7,640,2989.91,48,17916.11,4,medical,MORTGAGE,0.33,0
50,65723.11,3.3,704,1000.0,24,8185.24,2,education,MORTGAGE,0.14,0
46,30919.1,2.1,678,15271.32,24,8617.97,7,debt_consolidation,RENT,0.773,0
42,68389.36,0.8,563,19397.52,48,6538.25,4,auto,MORTGAGE,0.379,1
50,12000.0,17.1,590,20633.73,48,11032.52,7,home_improvement,RENT,2.639,1
30,,8.0,710,29174.54,36,2157.03,9,medical,OWN,0.374,0
51,76360.71,6.8,591,1000.0,48,3416.32,4,medical,RENT,0.058,0
34,29202.98,12.0,587,15549.78,48,10054.48,3,debt_consolidation,RENT,0.877,1
34,28280.04,5.7,654,22185.48,12,6459.83,0,home_improvement,RENT,1.013,1
38,24188.82,2.4,608,10435.06,48,3411.5,5,home_improvement,MORTGAGE,0.572,0
61,12492.32,5.8,583,24801.89,36,7845.61,0,home_improvement,OWN,2.613,0
28,,11.4,521,32813.58,24,6456.7,3,medical,MORTGAGE,2.903,1
39,41834.63,10.6,676,10585.29,12,504.98,4,education,MORTGAGE,0.265,0
22,45959.51,3.5,718,9233.84,48,12018.11,3,medical,RENT,0.462,0
54,56926.72,10.0,588,26374.68,60,3519.78,7,small_business,MORTGAGE,0.525,1
60,62902.03,6.4,661,17803.4,24,0.0,5,education,RENT,0.283,0
53,62500.96,0.3,743,16946.99,36,18166.84,4,medical,RENT,0.562,0
26,79762.93,16.9,681,15107.33,48,3177.18,6,auto,OWN,0.229,0
39,33741.13,1.8,711,14919.3,48,9984.16,6,home_improvement,RENT,0.738,0
